state,district,enrol_total_vol,enrol_stability,bio_total_vol,bio_stability,demo_total_vol,enrol_child_sum,bio_child_sum,health_index,cluster,risk_category
Rajasthan,Alwar,7619.0,7.845771130815812,223449.0,7.612606261958574,144744.0,7314.0,124960.0,28.698481436877127,0,Healthy
Himachal Pradesh,Kangra,97.0,2.3364500999751994,89913.0,7.581502165673758,34127.0,75.0,44703.0,28.726917642834227,1,Critical Risk
Bihar,Bhagalpur,10606.0,6.916243622701712,148314.0,7.110739740121384,155026.0,10229.0,72409.0,28.736807016753517,0,Healthy
Uttar Pradesh,Saharanpur,5458.0,7.858100013543846,190716.0,7.82710011644979,167814.0,5359.0,114742.0,28.740068890087073,0,Healthy
Himachal Pradesh,Hamirpur,17.0,1.392912955252367,23819.0,7.456463292597403,7320.0,16.0,11206.0,28.744871218201713,1,Critical Risk
Madhya Pradesh,Indore,5618.0,6.789217134720163,221624.0,7.3823794084085,186687.0,5009.0,108940.0,28.776264827697773,0,Healthy
Telangana,K.v. Rangareddy,3845.0,6.6874507193408395,248581.0,7.657018765952061,197330.0,3681.0,122856.0,28.91144516483558,0,Healthy
Uttar Pradesh,Meerut,9850.0,6.5881560565297175,173652.0,7.343778026904424,167219.0,9598.0,109237.0,28.975395338751607,0,Healthy
Bihar,Nalanda,10899.0,7.471403119814362,117402.0,7.348425132201836,153043.0,10763.0,51140.0,29.240770423956025,0,Healthy
Himachal Pradesh,Bilaspur,14.0,2.064726591848178,21906.0,7.688367577993699,6760.0,14.0,9673.0,29.34605920953529,1,Critical Risk
Maharashtra,Yavatmal,1540.0,6.711066633079888,327187.0,7.882408365865668,196112.0,1339.0,92600.0,29.51591944562354,0,Healthy
Himachal Pradesh,Mandi,54.0,2.1164447413185807,63334.0,7.5329687108929235,16305.0,43.0,28869.0,29.74213771595855,1,Critical Risk
Uttar Pradesh,Shahjahanpur,11480.0,7.466927885230446,154488.0,7.809253185037403,149472.0,11033.0,114767.0,29.92121681126081,0,Healthy
Uttar Pradesh,Gorakhpur,12515.0,6.668213056614402,178164.0,7.931157344293005,158865.0,12090.0,81386.0,30.06590798310256,0,Healthy
Uttar Pradesh,Allahabad,5995.0,7.116436865821745,258910.0,7.05265739135924,186295.0,5946.0,177827.0,30.1309336233238,0,Healthy
Uttar Pradesh,Jaunpur,10453.0,7.573482075454635,183080.0,7.919399006612163,155741.0,10237.0,109148.0,30.1381401919106,0,Healthy
Himachal Pradesh,Una,21.0,1.7034171335484565,31549.0,7.391286831934011,9561.0,21.0,15138.0,30.191749789413297,1,Critical Risk
Telangana,Hyderabad,6269.0,6.0864021550790275,228541.0,7.091513737503636,216457.0,5600.0,133421.0,30.213864125759375,0,Healthy
Andhra Pradesh,Ananthapuramu,169.0,2.9651137064657003,109602.0,6.574423989957429,55944.0,159.0,90533.0,30.341422202230344,1,Critical Risk
Bihar,Vaishali,9750.0,8.28419307052377,168160.0,7.40842954723863,155594.0,9698.0,72298.0,30.499742548969643,0,Healthy
Uttar Pradesh,Azamgarh,13856.0,6.618355414674154,173398.0,7.751664326050818,159789.0,13577.0,95316.0,30.84524904340025,0,Healthy
NCT Of Delhi,South Delhi,3257.0,7.65041742308298,222936.0,7.071996950966753,213489.0,2780.0,96661.0,30.857402358440368,0,Healthy
Uttar Pradesh,Hardoi,12602.0,7.62349482602751,205097.0,7.924933317671896,143951.0,12290.0,150577.0,31.037638704573382,0,Healthy
NCT Of Delhi,West Delhi,5414.0,6.929898522262551,173242.0,7.209600282819867,231805.0,4405.0,71164.0,31.145032255846576,0,Healthy
Andhra Pradesh,Guntur,960.0,5.786332916589349,291694.0,7.5582826313102,177221.0,925.0,187665.0,31.150395941563115,0,Healthy
Andhra Pradesh,Chittoor,702.0,5.465607025837698,251405.0,7.4289858408413405,169579.0,659.0,168710.0,31.59483232320254,0,Healthy
Maharashtra,Bhandara,61.0,4.465130931357788,102204.0,7.816489162211008,37894.0,55.0,31856.0,31.637216763049004,1,Critical Risk
Uttar Pradesh,Agra,13596.0,6.130713872555774,235048.0,7.697850482577925,175953.0,12691.0,152308.0,31.780918124402334,0,Healthy
Uttar Pradesh,Kanpur Nagar,13281.0,7.014474450080607,181438.0,7.431187842908629,170125.0,12606.0,92823.0,31.8494049520296,0,Healthy
Bihar,Samastipur,7918.0,7.82612513194049,200165.0,7.137505230758168,202292.0,7787.0,93161.0,32.206495238959974,0,Healthy
Maharashtra,Nanded,2783.0,6.684952367882183,342540.0,7.7911170494607624,236789.0,2447.0,124730.0,32.37742363979414,0,Healthy
Maharashtra,Ahmadnagar,2467.0,6.664418138043478,363561.0,7.92856441817844,227667.0,2338.0,164245.0,32.468647415789825,0,Healthy
Andhra Pradesh,West Godavari,367.0,4.551361573226685,220414.0,7.538404129156746,126806.0,343.0,139979.0,32.55750484871951,2,Moderate
Uttar Pradesh,Bijnor,3916.0,7.9796091234224225,217048.0,7.719469806740794,226859.0,3843.0,143040.0,32.667478066246545,0,Healthy
Uttar Pradesh,Aligarh,12362.0,7.158146052567767,199500.0,7.272597023431406,186462.0,11776.0,144160.0,32.91814616299494,0,Healthy
Bihar,Madhubani,13332.0,7.570716349336996,238135.0,7.164657457558708,181691.0,12534.0,110514.0,34.06455404074901,0,Healthy
Uttar Pradesh,Lucknow,11775.0,7.154371350585378,217390.0,7.529815681895431,209476.0,11321.0,123838.0,34.17690529578948,0,Healthy
Maharashtra,Solapur,2755.0,6.446592106046714,334507.0,7.823146333805084,265546.0,2495.0,154623.0,34.214450769632805,0,Healthy
Uttar Pradesh,Bareilly,10624.0,6.100695318411646,234808.0,7.124702947173652,241742.0,10017.0,166397.0,34.37142508529076,0,Healthy
Uttar Pradesh,Kheri,13296.0,8.060101139439121,190063.0,7.498959320210591,183098.0,12841.0,139638.0,34.48761642170738,0,Healthy
Uttar Pradesh,Sitapur,14617.0,7.650791889136015,264311.0,7.621067945399743,169322.0,13869.0,200310.0,34.62662059324672,0,Healthy
Andhra Pradesh,East Godavari,517.0,4.239997041439475,301850.0,7.307545862345333,156025.0,507.0,204904.0,34.72192102134933,2,Moderate
West Bengal,Uttar Dinajpur,8495.0,7.325773102784633,91756.0,7.599229863116104,270232.0,8127.0,32722.0,34.931303180023406,0,Healthy
Bihar,Saran,16626.0,8.190126108535647,148503.0,7.541417536907787,169845.0,16407.0,63026.0,35.21717054327976,0,Healthy
Andhra Pradesh,Kurnool,847.0,6.16833030189884,350633.0,7.470036081399711,177645.0,823.0,242992.0,35.66275436838159,0,Healthy
Uttar Pradesh,Ghaziabad,11086.0,7.313000223030287,192022.0,7.444670569956824,239761.0,10693.0,103385.0,35.68179541017628,0,Healthy
West Bengal,North 24 Parganas,7089.0,6.457650126151596,223910.0,7.239902966379254,290477.0,5741.0,96368.0,35.81364467311695,0,Healthy
Bihar,Muzaffarpur,14768.0,7.345089725446677,208544.0,7.419634269188832,206917.0,14103.0,93075.0,35.899530531479535,0,Healthy
Uttar Pradesh,Bahraich,24664.0,6.9176556939680856,181078.0,7.372388212693633,129697.0,22360.0,131149.0,36.03220359305674,0,Healthy
Gujarat,Ahmedabad,6286.0,6.510622545904566,405490.0,7.182880631544974,267884.0,5679.0,165891.0,36.10583478909078,0,Healthy
Andhra Pradesh,Vizianagaram,161.0,3.8909114529227153,159998.0,7.4519416422958376,78887.0,158.0,101296.0,36.361256148714006,1,Critical Risk
Andhra Pradesh,Visakhapatnam,490.0,5.129376742423401,311303.0,7.394994802153505,157193.0,460.0,195385.0,36.96853548601376,0,Healthy
Andaman And Nicobar Islands,North And Middle Andaman,4.0,1.221102240578094,6383.0,6.054140967058104,2009.0,4.0,3780.0,37.02619901085038,1,Critical Risk
Maharashtra,Nashik,6106.0,6.915094339982972,576606.0,7.83500252147951,246100.0,5802.0,213100.0,37.081747667639625,0,Healthy
Bihar,Sitamarhi,21553.0,7.1841400584351485,182000.0,7.6563997391470044,169848.0,18856.0,84925.0,37.09467257203485,0,Healthy
Daman And Diu,Diu,2.0,2.852203246948985,2730.0,7.388014505850869,448.0,2.0,1804.0,37.74220095990153,1,Critical Risk
Bihar,Gaya,20679.0,7.124143021728829,185172.0,6.946790159473007,195174.0,20244.0,85898.0,38.14172459092093,0,Healthy
Gujarat,Surat,7057.0,4.612680367174236,281599.0,7.329246147574063,357582.0,6399.0,138828.0,38.14555528596662,0,Healthy
Rajasthan,Jaipur,9710.0,7.216868504563596,355884.0,7.811651729290872,275340.0,8976.0,158293.0,38.867462831577825,0,Healthy
Karnataka,Bengaluru,10539.0,5.937060284374438,297075.0,7.285460103643777,303924.0,6732.0,144086.0,38.909783750856406,0,Healthy
Bihar,Patna,17899.0,6.496338746367411,209014.0,7.394365199139984,243772.0,17151.0,93322.0,38.93235987874473,0,Healthy
NCT Of Delhi,North West Delhi,3648.0,7.865870748240209,325293.0,7.343182760622838,313989.0,3293.0,133575.0,39.18273740262202,0,Healthy
Bihar,West Champaran,18853.0,7.217864264624585,166817.0,7.216812265176827,233389.0,18070.0,75467.0,39.47684318660768,0,Healthy
West Bengal,Murshidabad,4469.0,6.3770402971498195,219079.0,7.195819792382569,371953.0,4383.0,90308.0,39.498692364251234,0,Healthy
Bihar,East Champaran,19176.0,8.146034717153949,212134.0,7.63266612021667,248028.0,18371.0,95935.0,42.495582849025695,0,Healthy
West Bengal,South 24 Parganas,8501.0,7.213116541644939,224626.0,7.409580268492836,401163.0,8197.0,102759.0,44.90764092503774,0,Healthy
Maharashtra,Pune,7675.0,6.091238689839327,605762.0,7.557968044304398,438478.0,6536.0,283480.0,49.92047200553353,0,Healthy
Andhra Pradesh,Srikakulam,143.0,4.283654333356318,192607.0,7.436415604209895,135699.0,135.0,125178.0,51.56236463747804,1,Critical Risk
Maharashtra,Thane,14596.0,6.1941052104565735,571273.0,8.08638554484441,447253.0,13629.0,202896.0,53.54078160476574,0,Healthy
